,play_id,game_id,play_num,team_id_for,team_id_against,event,secondaryType,x,y,period,periodType,periodTime,periodTimeRemaining,dateTime,goals_away,goals_home,description,st_x,st_y,rink_side,player_id,firstName,lastName,primaryPosition,birthDate
9297,2017021262_218,2017021262,218,15.0,1.0,Goal,Slap Shot,-54.0,22.0,3,REGULAR,311,889,2018-04-08 01:04:59,3,4,"Alex Ovechkin (49) Slap Shot, assists: none",54.0,-22.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9298,2015020281_251,2015020281,251,15.0,25.0,Goal,Wrist Shot,-69.0,-1.0,3,REGULAR,421,779,2015-11-20 02:08:45,2,2,"Alex Ovechkin (9) Wrist Shot, assists: Nicklas Backstrom (8), T.J. Oshie (5)",69.0,1.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9299,2017020223_180,2017020223,180,15.0,7.0,Goal,Wrist Shot,58.0,-6.0,2,REGULAR,1064,136,2017-11-08 01:35:10,1,1,"Alex Ovechkin (13) Wrist Shot, assists: Devante Smith-Pelly (4), Brooks Orpik (3)",58.0,-6.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9300,2015020685_126,2015020685,126,15.0,29.0,Goal,Snap Shot,-63.0,-22.0,2,REGULAR,196,1004,2016-01-20 01:07:14,3,1,"Alex Ovechkin (28) Snap Shot, assists: Evgeny Kuznetsov (30), Matt Niskanen (18)",-63.0,-22.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9301,2017020479_349,2017020479,349,15.0,6.0,Goal,Wrist Shot,47.0,34.0,3,REGULAR,1111,89,2017-12-15 02:39:05,5,2,"Alex Ovechkin (22) Wrist Shot, assists: Matt Niskanen (8)",-47.0,-34.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9302,2015020558_323,2015020558,323,15.0,12.0,Goal,Snap Shot,78.0,-10.0,3,REGULAR,856,344,2016-01-01 01:23:23,2,3,"Alex Ovechkin (21) Snap Shot, assists: Brooks Laich (4)",78.0,-10.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9303,2016020518_214,2016020518,214,15.0,2.0,Goal,Backhand,-79.0,2.0,3,REGULAR,77,1123,2016-12-28 02:00:49,2,2,"Alex Ovechkin (16) Backhand, assists: Justin Williams (5), Evgeny Kuznetsov (15)",79.0,-2.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9304,2016020869_192,2016020869,192,15.0,3.0,Goal,Wrist Shot,-65.0,-18.0,2,REGULAR,1044,156,2017-02-19 19:01:32,1,1,"Alex Ovechkin (27) Wrist Shot, assists: Lars Eller (11), Evgeny Kuznetsov (33)",65.0,18.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9305,2016021112_42,2016021112,42,15.0,53.0,Goal,Wrist Shot,-67.0,-19.0,1,REGULAR,511,689,2017-03-25 00:00:00,0,1,"Alex Ovechkin (30) Wrist Shot, assists: Nicklas Backstrom (57), Marcus Johansson (26)",67.0,19.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9306,2016020071_71,2016020071,71,15.0,3.0,Goal,Snap Shot,-59.0,16.0,1,REGULAR,889,311,2016-10-22 23:35:06,0,2,"Alex Ovechkin (3) Snap Shot, assists: Evgeny Kuznetsov (2), Dmitry Orlov (2)",59.0,-16.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9307,2015020878_100,2015020878,100,15.0,1.0,Goal,Wrist Shot,-78.0,-9.0,1,REGULAR,1022,178,2016-02-21 00:39:42,1,1,"Alex Ovechkin (38) Wrist Shot, assists: Dmitry Orlov (17)",78.0,9.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9308,2017020338_98,2017020338,98,15.0,14.0,Goal,Slap Shot,-70.0,-15.0,1,REGULAR,1116,84,2017-11-24 22:39:02,1,1,"Alex Ovechkin (15) Slap Shot, assists: Tom Wilson (6), Nicklas Backstrom (14)",70.0,15.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9309,2016020793_60,2016020793,60,15.0,12.0,Goal,Snap Shot,-60.0,-23.0,1,REGULAR,623,577,2017-02-08 00:28:12,0,1,"Alex Ovechkin (26) Snap Shot, assists: Matt Niskanen (26), Nicklas Backstrom (39)",60.0,23.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9310,2015020203_110,2015020203,110,15.0,10.0,Goal,Backhand,79.0,10.0,2,REGULAR,291,909,2015-11-08 01:14:17,1,1,"Alex Ovechkin (8) Backhand, assists: Evgeny Kuznetsov (10), Nicklas Backstrom (6)",79.0,10.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9311,2015020203_323,2015020203,323,15.0,10.0,Goal,Wrist Shot,-85.0,9.0,5,SHOOTOUT,0,300,2015-11-08 03:05:42,2,2,Alex Ovechkin - Wrist Shot,-85.0,9.0,,8471214,Alex,Ovechkin,LW,1985-09-17
9312,2015020673_98,2015020673,98,15.0,3.0,Goal,Wrist Shot,-56.0,-15.0,1,REGULAR,1081,119,2016-01-17 22:41:09,1,1,"Alex Ovechkin (27) Wrist Shot, assists: Evgeny Kuznetsov (27), Dmitry Orlov (13)",56.0,15.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9313,2015020831_236,2015020831,236,15.0,25.0,Goal,Slap Shot,69.0,22.0,3,REGULAR,243,957,2016-02-14 03:03:43,1,4,"Alex Ovechkin (35) Slap Shot, assists: John Carlson (24), Nicklas Backstrom (36)",69.0,22.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9314,2015020787_212,2015020787,212,15.0,4.0,Goal,Tip-In,75.0,3.0,2,REGULAR,956,244,2016-02-07 18:37:13,1,1,"Alex Ovechkin (30) Tip-In, assists: Karl Alzner (13)",75.0,3.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9315,2015020322_108,2015020322,108,15.0,52.0,Goal,Wrist Shot,-76.0,-16.0,1,REGULAR,1126,74,2015-11-26 00:41:21,2,2,"Alex Ovechkin (11) Wrist Shot, assists: John Carlson (11), Nicklas Backstrom (10)",76.0,16.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9316,2016020741_295,2016020741,295,15.0,2.0,Goal,Slap Shot,-31.0,-13.0,3,REGULAR,1153,47,2017-02-01 02:26:06,2,3,"Alex Ovechkin (24) Slap Shot, assists: Nicklas Backstrom (35), Evgeny Kuznetsov (29)",31.0,13.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9317,2015020890_275,2015020890,275,15.0,53.0,Goal,Wrist Shot,-60.0,-28.0,3,REGULAR,497,703,2016-02-23 02:17:39,1,2,"Alex Ovechkin (39) Wrist Shot, assists: Justin Williams (23), Evgeny Kuznetsov (44)",60.0,28.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9318,2016020149_171,2016020149,171,15.0,52.0,Goal,Backhand,78.0,-3.0,2,REGULAR,604,596,2016-11-04 00:20:34,0,3,"Alex Ovechkin (5) Backhand, assists: John Carlson (3), Nicklas Backstrom (6)",78.0,-3.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9319,2016020149_338,2016020149,338,15.0,52.0,Goal,Slap Shot,63.0,23.0,4,OVERTIME,201,99,2016-11-04 01:46:26,3,4,"Alex Ovechkin (6) Slap Shot, assists: John Carlson (4), Nicklas Backstrom (7)",63.0,23.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9320,2015020098_208,2015020098,208,15.0,23.0,Goal,Slap Shot,68.0,9.0,3,REGULAR,905,295,2015-10-23 04:16:20,3,2,"Alex Ovechkin (5) Slap Shot, assists: Evgeny Kuznetsov (6), Dmitry Orlov (2)",68.0,9.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9321,2017020008_234,2017020008,234,15.0,9.0,Goal,Wrist Shot,-64.0,-12.0,3,REGULAR,255,945,2017-10-06 01:50:24,2,3,"Alex Ovechkin (1) Wrist Shot, assists: Evgeny Kuznetsov (1)",64.0,12.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9322,2017020008_238,2017020008,238,15.0,9.0,Goal,Snap Shot,-65.0,-1.0,3,REGULAR,338,862,2017-10-06 01:52:39,3,3,"Alex Ovechkin (2) Snap Shot, assists: Evgeny Kuznetsov (2), Jakub Vrana (1)",65.0,1.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9323,2017020008_262,2017020008,262,15.0,9.0,Goal,Wrist Shot,-53.0,-8.0,3,REGULAR,648,552,2017-10-06 02:03:46,4,4,"Alex Ovechkin (3) Wrist Shot, assists: Evgeny Kuznetsov (3), Jakub Vrana (2)",53.0,8.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9324,2017020008_332,2017020008,332,15.0,9.0,Goal,Snap Shot,-67.0,1.0,5,SHOOTOUT,0,300,2017-10-06 02:35:15,4,4,Alex Ovechkin - Snap Shot,-67.0,1.0,,8471214,Alex,Ovechkin,LW,1985-09-17
9325,2015020951_83,2015020951,83,15.0,10.0,Goal,Slap Shot,-68.0,-18.0,1,REGULAR,1123,77,2016-03-03 00:43:44,0,2,"Alex Ovechkin (41) Slap Shot, assists: Nicklas Backstrom (42), T.J. Oshie (20)",68.0,18.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9326,2017020106_332,2017020106,332,15.0,17.0,Goal,Slap Shot,-63.0,-13.0,4,OVERTIME,116,184,2017-10-21 02:14:06,4,3,"Alex Ovechkin (10) Slap Shot, assists: Nicklas Backstrom (9), John Carlson (5)",63.0,13.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9327,2016020271_158,2016020271,158,15.0,29.0,Goal,Wrist Shot,75.0,22.0,2,REGULAR,631,569,2016-11-20 18:51:24,1,2,"Alex Ovechkin (9) Wrist Shot, assists: Nicklas Backstrom (12), Matt Niskanen (9)",75.0,22.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
